num_train,deg,trial,seed,h,solver,num_contexts,loss_Y,regret_Y,regret_Y_lowvar,regret_fstar,sum_Y_zmethod,sum_fstar_zmethod,sum_Y_zY,sum_fstar_zY,sum_fstar_zfstar
100,4,25,4168,0.01,spo,1000,3.787493,1.041703,1.045493,1.034286,3787.492909,3787.634945,3748.445229,3748.931732,3748.861000
100,4,26,4169,0.01,gbm,1000,4.327325,5.643514,5.648751,5.639753,4327.324544,4327.539079,4096.157339,4096.627370,4096.506242
100,4,26,4169,0.01,lasso,1000,4.227614,3.209257,3.207885,3.199094,4227.613535,4227.557342,4096.157339,4096.627370,4096.506242
100,4,26,4169,0.01,spo,1000,4.173689,1.892795,1.887076,1.878399,4173.689201,4173.454961,4096.157339,4096.627370,4096.506242
100,4,27,4170,0.01,gbm,1000,4.071365,4.720614,4.707390,4.717090,4071.365218,4070.851090,3887.835511,3887.534320,3887.475365
100,4,27,4170,0.01,lasso,1000,3.978425,2.330070,2.318203,2.327682,3978.424799,3977.963418,3887.835511,3887.534320,3887.475365
100,4,27,4170,0.01,spo,1000,3.949836,1.594735,1.590450,1.599861,3949.836188,3949.669582,3887.835511,3887.534320,3887.475365
100,4,28,4171,0.01,gbm,1000,4.261723,4.600553,4.605761,4.596049,4261.722534,4261.934709,4074.282989,4074.778386,4074.661285
100,4,28,4171,0.01,lasso,1000,4.146175,1.764544,1.762404,1.752956,4146.175493,4146.088317,4074.282989,4074.778386,4074.661285
100,4,28,4171,0.01,spo,1000,4.169081,2.326741,2.322067,2.312567,4169.080989,4168.890568,4074.282989,4074.778386,4074.661285
100,4,29,4172,0.01,gbm,1000,3.969307,6.621469,6.610556,6.619364,3969.307219,3968.900979,3722.802988,3722.522313,3722.495459
100,4,29,4172,0.01,lasso,1000,3.833349,2.969420,2.960619,2.969125,3833.348630,3833.021008,3722.802988,3722.522313,3722.495459
100,4,29,4172,0.01,spo,1000,3.787828,1.746661,1.738428,1.746833,3787.827754,3787.521237,3722.802988,3722.522313,3722.495459
100,4,30,4173,0.01,gbm,1000,4.083626,4.881579,4.881843,4.893516,4083.625957,4083.636233,3893.558797,3893.191088,3893.125501
100,4,30,4173,0.01,lasso,1000,4.017370,3.179906,3.171703,3.183185,4017.370298,4017.050903,3893.558797,3893.191088,3893.125501
100,4,30,4173,0.01,spo,1000,3.987927,2.423696,2.417107,2.428505,3987.926808,3987.670261,3893.558797,3893.191088,3893.125501
100,4,31,4174,0.01,gbm,1000,4.223665,5.141787,5.147222,5.136369,4223.664879,4223.883192,4017.113443,4017.658647,4017.528116
100,4,31,4174,0.01,lasso,1000,4.102350,2.121840,2.133662,2.123120,4102.350161,4102.825062,4017.113443,4017.658647,4017.528116
100,4,31,4174,0.01,spo,1000,4.092732,1.882418,1.891948,1.881431,4092.732310,4093.115134,4017.113443,4017.658647,4017.528116
100,4,32,4175,0.01,gbm,1000,3.988162,4.888220,4.871895,4.894146,3988.162039,3987.541312,3802.297370,3801.555500,3801.490796
100,4,32,4175,0.01,lasso,1000,3.859400,1.501789,1.486132,1.507664,3859.399870,3858.804520,3802.297370,3801.555500,3801.490796
100,4,32,4175,0.01,spo,1000,3.843704,1.089002,1.067606,1.089050,3843.704484,3842.890923,3802.297370,3801.555500,3801.490796
100,4,33,4176,0.01,gbm,1000,3.583093,6.509282,6.525753,6.527450,3583.093076,3583.647172,3364.113454,3364.140731,3364.059863
100,4,33,4176,0.01,lasso,1000,3.421791,1.714504,1.711039,1.712659,3421.791325,3421.674738,3364.113454,3364.140731,3364.059863
100,4,33,4176,0.01,spo,1000,3.410537,1.379958,1.381179,1.382794,3410.536811,3410.577873,3364.113454,3364.140731,3364.059863
100,4,34,4177,0.01,gbm,1000,4.143647,4.597166,4.606080,4.587500,4143.646686,4143.999812,3961.528641,3962.319343,3962.232383
100,4,34,4177,0.01,lasso,1000,4.108322,3.705463,3.705154,3.686734,4108.321600,4108.309363,3961.528641,3962.319343,3962.232383
100,4,34,4177,0.01,spo,1000,4.044387,2.091564,2.107081,2.088945,4044.386534,4045.001248,3961.528641,3962.319343,3962.232383
100,4,35,4178,0.01,gbm,1000,3.934145,5.843032,5.838868,5.838585,3934.145315,3933.990530,3716.962036,3717.074456,3716.971967
100,4,35,4178,0.01,lasso,1000,3.812951,2.582450,2.576879,2.576605,3812.950735,3812.743653,3716.962036,3717.074456,3716.971967
100,4,35,4178,0.01,spo,1000,3.784671,1.821608,1.817365,1.817093,3784.670524,3784.512811,3716.962036,3717.074456,3716.971967
100,4,36,4179,0.01,gbm,1000,4.149580,4.344752,4.335162,4.337359,4149.580286,4149.198886,3976.798255,3976.862898,3976.714494
100,4,36,4179,0.01,lasso,1000,4.065931,2.241316,2.230821,2.232974,4065.930865,4065.513497,3976.798255,3976.862898,3976.714494
100,4,36,4179,0.01,spo,1000,4.046730,1.758492,1.753235,1.755378,4046.729944,4046.520860,3976.798255,3976.862898,3976.714494
100,4,37,4180,0.01,gbm,1000,3.993794,4.566776,4.564917,4.571971,3993.793839,3993.722847,3819.371700,3819.184017,3819.114046
100,4,37,4180,0.01,lasso,1000,3.892680,1.919392,1.912692,1.919567,3892.680418,3892.424502,3819.371700,3819.184017,3819.114046
100,4,37,4180,0.01,spo,1000,3.897017,2.032943,2.022865,2.029748,3897.017366,3896.632419,3819.371700,3819.184017,3819.114046
100,4,38,4181,0.01,gbm,1000,4.119042,5.772300,5.774082,5.770961,4119.042222,4119.111635,3894.254195,3894.473578,3894.369116
100,4,38,4181,0.01,lasso,1000,3.964355,1.800099,1.795047,1.792044,3964.354628,3964.157907,3894.254195,3894.473578,3894.369116
100,4,38,4181,0.01,spo,1000,3.955227,1.565713,1.560802,1.557805,3955.227022,3955.035785,3894.254195,3894.473578,3894.369116
100,4,39,4182,0.01,gbm,1000,4.296519,6.114591,6.104695,6.117992,4296.518594,4296.117945,4048.942344,4048.492808,4048.435007
100,4,39,4182,0.01,lasso,1000,4.118675,1.722242,1.709709,1.722455,4118.674936,4118.167465,4048.942344,4048.492808,4048.435007
100,4,39,4182,0.01,spo,1000,4.121692,1.796756,1.779548,1.792303,4121.691946,4120.995223,4048.942344,4048.492808,4048.435007
100,4,40,4183,0.01,gbm,1000,3.864357,5.821572,5.829325,5.829817,3864.357384,3864.640519,3651.767146,3651.814141,3651.750170
100,4,40,4183,0.01,lasso,1000,3.738894,2.385890,2.388609,2.389085,3738.894304,3738.993600,3651.767146,3651.814141,3651.750170
100,4,40,4183,0.01,spo,1000,3.719103,1.843924,1.841787,1.842260,3719.102945,3719.024919,3651.767146,3651.814141,3651.750170
100,4,41,4184,0.01,gbm,1000,4.145173,6.792251,6.796153,6.786205,4145.173085,4145.324533,3881.529837,3882.023212,3881.891415
100,4,41,4184,0.01,lasso,1000,3.998741,3.019724,3.032493,3.022896,3998.741313,3999.236954,3881.529837,3882.023212,3881.891415
100,4,41,4184,0.01,spo,1000,3.943861,1.605833,1.611611,1.602147,3943.860737,3944.085008,3881.529837,3882.023212,3881.891415
100,4,42,4185,0.01,gbm,1000,4.165409,5.614011,5.613827,5.613257,4165.408969,4165.401710,3943.992775,3944.099245,3944.014083
100,4,42,4185,0.01,lasso,1000,4.068612,3.159731,3.157110,3.156553,4068.612356,4068.508959,3943.992775,3944.099245,3944.014083
100,4,42,4185,0.01,spo,1000,4.030950,2.204809,2.202060,2.201508,4030.950268,4030.841866,3943.992775,3944.099245,3944.014083
100,4,43,4186,0.01,gbm,1000,3.893951,4.712158,4.710672,4.696981,3893.950569,3893.895317,3718.718666,3719.270010,3719.204961
100,4,43,4186,0.01,lasso,1000,3.801516,2.226488,2.232251,2.218884,3801.515504,3801.729789,3718.718666,3719.270010,3719.204961
100,4,43,4186,0.01,spo,1000,3.798464,2.144435,2.144165,2.130809,3798.464164,3798.454119,3718.718666,3719.270010,3719.204961
100,4,44,4187,0.01,gbm,1000,3.949625,5.592953,5.569895,5.577744,3949.624611,3948.762168,3740.424443,3740.291987,3740.146386
100,4,44,4187,0.01,lasso,1000,3.832798,2.469607,2.464679,2.472297,3832.798226,3832.613895,3740.424443,3740.291987,3740.146386
100,4,44,4187,0.01,spo,1000,3.880887,3.755256,3.741389,3.749102,3880.886963,3880.368286,3740.424443,3740.291987,3740.146386
100,4,45,4188,0.01,gbm,1000,4.241308,6.541853,6.553951,6.537425,4241.308265,4241.789892,3980.884648,3981.554621,3981.502182
100,4,45,4188,0.01,lasso,1000,4.072322,2.296918,2.315295,2.299425,4072.322323,4073.053853,3980.884648,3981.554621,3981.502182
100,4,45,4188,0.01,spo,1000,4.082648,2.556311,2.561557,2.545649,4082.648438,4082.857262,3980.884648,3981.554621,3981.502182
100,4,46,4189,0.01,gbm,1000,4.235090,4.239155,4.228753,4.234808,4235.090466,4234.667847,4062.859566,4062.758166,4062.623528
100,4,46,4189,0.01,lasso,1000,4.144333,2.005318,1.999920,2.005846,4144.332824,4144.113510,4062.859566,4062.758166,4062.623528
100,4,46,4189,0.01,spo,1000,4.119831,1.402261,1.398694,1.404585,4119.831460,4119.686530,4062.859566,4062.758166,4062.623528
100,4,47,4190,0.01,gbm,1000,4.098018,4.016986,4.021916,4.014563,4098.018041,4098.212275,3939.758501,3940.184630,3940.037004
100,4,47,4190,0.01,lasso,1000,4.039281,2.526102,2.527237,2.519990,4039.280805,4039.325551,3939.758501,3940.184630,3940.037004
100,4,47,4190,0.01,spo,1000,4.022482,2.099714,2.097791,2.090574,4022.482156,4022.406399,3939.758501,3940.184630,3940.037004
100,4,48,4191,0.01,gbm,1000,3.868205,5.601038,5.586688,5.598897,3868.205116,3867.679470,3663.037030,3662.658106,3662.613501
100,4,48,4191,0.01,lasso,1000,3.733968,1.936384,1.925784,1.937570,3733.967504,3733.579203,3663.037030,3662.658106,3662.613501
100,4,48,4191,0.01,spo,1000,3.711305,1.317711,1.305872,1.317586,3711.305281,3710.871598,3663.037030,3662.658106,3662.613501
100,4,49,4192,0.01,gbm,1000,4.544266,4.621036,4.618888,4.619491,4544.266236,4544.172919,4343.549244,4343.688424,4343.524189
100,4,49,4192,0.01,lasso,1000,4.439464,2.208223,2.217013,2.217602,4439.464492,4439.846288,4343.549244,4343.688424,4343.524189
100,4,49,4192,0.01,spo,1000,4.419499,1.748554,1.741678,1.742265,4419.498529,4419.199870,4343.549244,4343.688424,4343.524189
100,6,0,6143,0.01,gbm,1000,4.139837,14.800560,14.791926,14.785406,4139.837367,4139.526029,3606.112519,3606.346073,3606.317377
100,6,0,6143,0.01,lasso,1000,3.999209,10.900830,10.900378,10.894078,3999.208717,3999.192420,3606.112519,3606.346073,3606.317377
100,6,0,6143,0.01,spo,1000,3.811315,5.690395,5.691712,5.685708,3811.314570,3811.362066,3606.112519,3606.346073,3606.317377
100,6,1,6144,0.01,gbm,1000,3.642422,14.798047,14.805712,14.812983,3642.422360,3642.665562,3172.895742,3172.750109,3172.694810
100,6,1,6144,0.01,lasso,1000,3.506014,10.498876,10.480779,10.487776,3506.014117,3505.439946,3172.895742,3172.750109,3172.694810
100,6,1,6144,0.01,spo,1000,3.306530,4.211747,4.184888,4.191486,3306.530068,3305.677870,3172.895742,3172.750109,3172.694810
100,6,2,6145,0.01,gbm,1000,4.066147,11.425183,11.430698,11.436325,4066.146889,4066.348128,3649.217141,3649.064505,3649.032875
100,6,2,6145,0.01,lasso,1000,3.844313,5.346245,5.361979,5.367300,3844.313239,3844.887402,3649.217141,3649.064505,3649.032875
100,6,2,6145,0.01,spo,1000,3.872548,6.119979,6.131664,6.137024,3872.548465,3872.974891,3649.217141,3649.064505,3649.032875
100,6,3,6146,0.01,gbm,1000,4.683370,11.096993,11.118331,11.095688,4683.370441,4684.269944,4215.569031,4216.543645,4216.428223
100,6,3,6146,0.01,lasso,1000,4.386912,4.064533,4.082103,4.060894,4386.912223,4387.652921,4215.569031,4216.543645,4216.428223
100,6,3,6146,0.01,spo,1000,4.334364,2.818001,2.837695,2.816740,4334.363793,4335.194038,4215.569031,4216.543645,4216.428223
100,6,4,6147,0.01,gbm,1000,3.693795,12.998359,13.031385,13.016061,3693.794536,3694.874117,3268.892197,3269.454509,3269.335431
100,6,4,6147,0.01,lasso,1000,3.474257,6.282392,6.310607,6.296195,3474.256808,3475.179149,3268.892197,3269.454509,3269.335431
100,6,4,6147,0.01,spo,1000,3.411094,4.350145,4.353936,4.339788,3411.093734,3411.217656,3268.892197,3269.454509,3269.335431
100,6,5,6148,0.01,gbm,1000,3.615566,12.081568,12.103380,12.074235,3615.566123,3616.269723,3225.834706,3226.695763,3226.673560
100,6,5,6148,0.01,lasso,1000,3.450258,6.957047,6.977726,6.949915,3450.257526,3450.924625,3225.834706,3226.695763,3226.673560
100,6,5,6148,0.01,spo,1000,3.351936,3.909119,3.934477,3.907457,3351.936437,3352.754445,3225.834706,3226.695763,3226.673560
100,6,6,6149,0.01,gbm,1000,3.282131,12.178587,12.180993,12.186012,3282.130965,3282.201359,2925.808785,2925.703637,2925.677910
100,6,6,6149,0.01,lasso,1000,3.255999,11.285450,11.282601,11.287579,3255.999467,3255.916128,2925.808785,2925.703637,2925.677910
100,6,6,6149,0.01,spo,1000,3.089082,5.580454,5.582645,5.587368,3089.082209,3089.146294,2925.808785,2925.703637,2925.677910
100,6,7,6150,0.01,gbm,1000,3.916056,16.094670,16.063798,16.070199,3916.056286,3915.014907,3373.157681,3373.026250,3372.971655
100,6,7,6150,0.01,lasso,1000,3.743720,10.985636,10.969452,10.975572,3743.720498,3743.174588,3373.157681,3373.026250,3372.971655
100,6,7,6150,0.01,spo,1000,3.539056,4.918202,4.897954,4.903740,3539.056386,3538.373404,3373.157681,3373.026250,3372.971655
100,6,8,6151,0.01,gbm,1000,3.747392,17.427593,17.431916,17.452355,3747.392355,3747.530310,3191.236624,3190.733160,3190.681293
100,6,8,6151,0.01,lasso,1000,3.545619,11.104864,11.102221,11.121558,3545.619120,3545.534753,3191.236624,3190.733160,3190.681293
100,6,8,6151,0.01,spo,1000,3.366252,5.484261,5.459999,5.478354,3366.252382,3365.478124,3191.236624,3190.733160,3190.681293
100,6,9,6152,0.01,gbm,1000,3.248682,14.398717,14.402486,14.390540,3248.681607,3248.788647,2839.788502,2840.114736,2840.085058
100,6,9,6152,0.01,lasso,1000,3.039935,7.047935,7.052230,7.041052,3039.934937,3040.056916,2839.788502,2840.114736,2840.085058
100,6,9,6152,0.01,spo,1000,2.989059,5.256401,5.261210,5.250219,2989.059165,2989.195734,2839.788502,2840.114736,2840.085058
100,6,10,6153,0.01,gbm,1000,4.052242,13.748165,13.763097,13.763576,4052.242325,4052.774280,3562.468310,3562.588826,3562.453299
100,6,10,6153,0.01,lasso,1000,4.046346,13.582655,13.585855,13.586333,4046.346083,4046.460074,3562.468310,3562.588826,3562.453299
100,6,10,6153,0.01,spo,1000,3.844262,7.910057,7.909455,7.909909,3844.261567,3844.240121,3562.468310,3562.588826,3562.453299
100,6,11,6154,0.01,gbm,1000,3.509031,12.174346,12.154164,12.155743,3509.031098,3508.399783,3128.193949,3128.218292,3128.149908
100,6,11,6154,0.01,lasso,1000,3.595238,14.930163,14.914393,14.916011,3595.238410,3594.745102,3128.193949,3128.218292,3128.149908
100,6,11,6154,0.01,spo,1000,3.290647,5.193188,5.182488,5.183969,3290.646942,3290.312226,3128.193949,3128.218292,3128.149908
100,6,12,6155,0.01,gbm,1000,3.927759,13.458036,13.467235,13.449186,3927.758585,3928.077012,3461.860180,3462.478710,3462.410915
100,6,12,6155,0.01,lasso,1000,3.773611,9.005308,9.013467,8.996127,3773.611366,3773.893797,3461.860180,3462.478710,3462.410915
100,6,12,6155,0.01,spo,1000,3.629496,4.842376,4.856938,4.840259,3629.496456,3630.000573,3461.860180,3462.478710,3462.410915
100,6,13,6156,0.01,gbm,1000,3.453836,19.201413,19.206914,19.215470,3453.835986,3453.995378,2897.479067,2897.352253,2897.271127
100,6,13,6156,0.01,lasso,1000,2.995615,3.386951,3.385665,3.393085,2995.615276,2995.577996,2897.479067,2897.352253,2897.271127
100,6,13,6156,0.01,spo,1000,2.999175,3.509812,3.505720,3.513149,2999.175139,2999.056580,2897.479067,2897.352253,2897.271127
100,6,14,6157,0.01,gbm,1000,3.319674,10.525699,10.514016,10.519778,3319.673760,3319.322850,3003.531112,3003.410571,3003.374512
100,6,14,6157,0.01,lasso,1000,3.260232,8.546628,8.530226,8.535885,3260.231729,3259.739106,3003.531112,3003.410571,3003.374512
100,6,14,6157,0.01,spo,1000,3.158611,5.163247,5.159731,5.165214,3158.610837,3158.505241,3003.531112,3003.410571,3003.374512
100,6,15,6158,0.01,gbm,1000,3.536112,10.276012,10.277333,10.251550,3536.112441,3536.154772,3206.601656,3207.391639,3207.351526
100,6,15,6158,0.01,lasso,1000,3.493993,8.962486,8.959308,8.933833,3493.992868,3493.890963,3206.601656,3207.391639,3207.351526
100,6,15,6158,0.01,spo,1000,3.346254,4.355160,4.362282,4.337882,3346.254287,3346.482663,3206.601656,3207.391639,3207.351526
100,6,16,6159,0.01,gbm,1000,4.292374,15.215669,15.243030,15.231135,4292.373971,4293.393291,3725.512336,3726.006736,3725.896893
100,6,16,6159,0.01,lasso,1000,4.084119,9.625701,9.638439,9.627123,4084.119013,4084.593555,3725.512336,3726.006736,3725.896893
100,6,16,6159,0.01,spo,1000,3.946634,5.935327,5.948051,5.937116,3946.633683,3947.107712,3725.512336,3726.006736,3725.896893
100,6,17,6160,0.01,gbm,1000,3.793567,16.822409,16.813773,16.796480,3793.566772,3793.286341,3247.293732,3247.814705,3247.774538
100,6,17,6160,0.01,lasso,1000,3.662955,12.800247,12.800516,12.783817,3662.955351,3662.964096,3247.293732,3247.814705,3247.774538
100,6,17,6160,0.01,spo,1000,3.441375,5.976721,5.983053,5.967364,3441.375424,3441.581051,3247.293732,3247.814705,3247.774538
100,6,18,6161,0.01,gbm,1000,4.575114,16.395232,16.389231,16.400563,4575.113941,4574.878041,3930.671260,3930.393667,3930.288593
100,6,18,6161,0.01,lasso,1000,4.293679,9.235272,9.209557,9.220190,4293.679441,4292.668654,3930.671260,3930.393667,3930.288593
100,6,18,6161,0.01,spo,1000,4.209401,7.091140,7.073905,7.084330,4209.400659,4208.723211,3930.671260,3930.393667,3930.288593
100,6,19,6162,0.01,gbm,1000,4.554634,11.414011,11.433305,11.423841,4554.634468,4555.423211,4088.026653,4088.464983,4088.373875
100,6,19,6162,0.01,lasso,1000,4.327134,5.848965,5.853742,5.844752,4327.133911,4327.329201,4088.026653,4088.464983,4088.373875
100,6,19,6162,0.01,spo,1000,4.268164,4.406465,4.428428,4.419559,4268.164132,4269.061973,4088.026653,4088.464983,4088.373875
100,6,20,6163,0.01,gbm,1000,3.602621,10.827934,10.818634,10.833903,3602.621327,3602.319034,3250.643776,3250.254069,3250.195948
100,6,20,6163,0.01,lasso,1000,3.471486,6.793809,6.781877,6.796590,3471.486301,3471.098451,3250.643776,3250.254069,3250.195948
100,6,20,6163,0.01,spo,1000,3.376300,3.865573,3.863716,3.878027,3376.299799,3376.239435,3250.643776,3250.254069,3250.195948
100,6,21,6164,0.01,gbm,1000,4.002716,16.124298,16.108918,16.106638,4002.715809,4002.185652,3446.923572,3447.206302,3446.991246
100,6,21,6164,0.01,lasso,1000,3.836526,11.302916,11.306446,11.304261,3836.526448,3836.648120,3446.923572,3447.206302,3446.991246
100,6,21,6164,0.01,spo,1000,3.590982,4.179339,4.172555,4.170509,3590.982183,3590.748341,3446.923572,3447.206302,3446.991246
100,6,22,6165,0.01,gbm,1000,3.818481,11.404963,11.421357,11.415196,3818.481353,3819.043243,3427.568427,3427.856631,3427.757940
100,6,22,6165,0.01,lasso,1000,3.649892,6.486329,6.487587,6.481700,3649.891797,3649.934924,3427.568427,3427.856631,3427.757940
100,6,22,6165,0.01,spo,1000,3.582924,4.532534,4.535237,4.529457,3582.924131,3583.016764,3427.568427,3427.856631,3427.757940
100,6,23,6166,0.01,gbm,1000,3.746219,14.742997,14.747776,14.758356,3746.219280,3746.375294,3264.878354,3264.688579,3264.577345
100,6,23,6166,0.01,lasso,1000,3.886188,19.030109,19.023435,19.034409,3886.188251,3885.970353,3264.878354,3264.688579,3264.577345
100,6,23,6166,0.01,spo,1000,3.478346,6.538290,6.529635,6.539458,3478.345576,3478.062999,3264.878354,3264.688579,3264.577345
100,6,24,6167,0.01,gbm,1000,3.483849,12.030682,12.034586,12.023777,3483.848685,3483.970090,3109.727281,3110.062153,3110.027324
100,6,24,6167,0.01,lasso,1000,3.323381,6.870494,6.893016,6.882704,3323.380895,3324.081287,3109.727281,3110.062153,3110.027324
100,6,24,6167,0.01,spo,1000,3.293969,5.924691,5.925911,5.915692,3293.969017,3294.006957,3109.727281,3110.062153,3110.027324
100,6,25,6168,0.01,gbm,1000,3.985636,11.145210,11.137179,11.133077,3985.635743,3985.347774,3585.971684,3586.165307,3586.104038
100,6,25,6168,0.01,lasso,1000,3.963409,10.525373,10.525099,10.521020,3963.408597,3963.398758,3585.971684,3586.165307,3586.104038
100,6,25,6168,0.01,spo,1000,3.814369,6.369197,6.364463,6.360538,3814.369272,3814.199531,3585.971684,3586.165307,3586.104038
100,6,26,6169,0.01,gbm,1000,3.180304,12.639629,12.634921,12.646800,3180.303535,3180.170609,2823.432174,2823.192794,2823.134443
100,6,26,6169,0.01,lasso,1000,3.048680,7.977788,7.973840,7.985227,3048.679611,3048.568132,2823.432174,2823.192794,2823.134443
100,6,26,6169,0.01,spo,1000,2.963574,4.963524,4.958825,4.969894,2963.573907,2963.441223,2823.432174,2823.192794,2823.134443
100,6,27,6170,0.01,gbm,1000,3.693833,16.217063,16.213571,16.240825,3693.833460,3693.722456,3178.391668,3177.750912,3177.646457
100,6,27,6170,0.01,lasso,1000,3.495505,9.977165,9.975539,10.001331,3495.505035,3495.453382,3178.391668,3177.750912,3177.646457
100,6,27,6170,0.01,spo,1000,3.337411,5.003150,4.997604,5.022227,3337.411358,3337.235086,3178.391668,3177.750912,3177.646457
100,6,28,6171,0.01,gbm,1000,3.921068,10.283055,10.277708,10.287737,3921.068310,3920.878202,3555.458545,3555.210776,3555.135233
100,6,28,6171,0.01,lasso,1000,3.869988,8.846376,8.838074,8.847972,3869.987773,3869.692609,3555.458545,3555.210776,3555.135233
100,6,28,6171,0.01,spo,1000,3.739276,5.170006,5.161469,5.171033,3739.275977,3738.972446,3555.458545,3555.210776,3555.135233
100,6,29,6172,0.01,gbm,1000,3.718989,11.338492,11.342678,11.328568,3718.989002,3719.128830,3340.254524,3340.771067,3340.677865
100,6,29,6172,0.01,lasso,1000,3.503754,4.894823,4.916560,4.903264,3503.754080,3504.480133,3340.254524,3340.771067,3340.677865
100,6,29,6172,0.01,spo,1000,3.481949,4.242024,4.246542,4.233332,3481.948929,3482.099833,3340.254524,3340.771067,3340.677865
100,6,30,6173,0.01,gbm,1000,3.522932,12.839525,12.824290,12.829531,3522.931641,3522.456009,3122.072382,3122.002704,3121.927378
100,6,30,6173,0.01,lasso,1000,3.315055,6.181233,6.169059,6.173990,3315.054966,3314.674867,3122.072382,3122.002704,3121.927378
100,6,30,6173,0.01,spo,1000,3.267916,4.671386,4.660878,4.665739,3267.916442,3267.588360,3122.072382,3122.002704,3121.927378
100,6,31,6174,0.01,gbm,1000,4.095997,14.681314,14.695840,14.692646,4095.996946,4096.515782,3571.634130,3571.864196,3571.733616
100,6,31,6174,0.01,lasso,1000,3.936540,10.216777,10.227502,10.224432,3936.540021,3936.923079,3571.634130,3571.864196,3571.733616
100,6,31,6174,0.01,spo,1000,3.777349,5.759689,5.758499,5.755554,3777.349137,3777.306660,3571.634130,3571.864196,3571.733616
100,6,32,6175,0.01,gbm,1000,3.373190,10.733169,10.733026,10.738750,3373.189962,3373.185620,3046.232665,3046.129789,3046.075205
100,6,32,6175,0.01,lasso,1000,3.285616,7.858334,7.856895,7.862471,3285.615792,3285.571979,3046.232665,3046.129789,3046.075205
100,6,32,6175,0.01,spo,1000,3.160307,3.744767,3.746044,3.751407,3160.306972,3160.345892,3046.232665,3046.129789,3046.075205
100,6,33,6176,0.01,gbm,1000,3.575048,14.127981,14.130500,14.130714,3575.047901,3575.126803,3132.490258,3132.517857,3132.484389
100,6,33,6176,0.01,lasso,1000,3.360204,7.269414,7.265194,7.265395,3360.203936,3360.071763,3132.490258,3132.517857,3132.484389
100,6,33,6176,0.01,spo,1000,3.261670,4.123855,4.128269,4.128465,3261.669600,3261.807897,3132.490258,3132.517857,3132.484389
100,6,34,6177,0.01,gbm,1000,3.289603,10.465072,10.469036,10.454346,3289.603127,3289.721177,2977.957705,2978.380283,2978.353762
100,6,34,6177,0.01,lasso,1000,3.169194,6.421742,6.418570,6.404419,3169.194460,3169.100002,2977.957705,2978.380283,2978.353762
100,6,34,6177,0.01,spo,1000,3.071932,3.155664,3.173111,3.159391,3071.932030,3072.451595,2977.957705,2978.380283,2978.353762
100,6,35,6178,0.01,gbm,1000,4.048937,14.495172,14.504416,14.495583,4048.937246,4049.264145,3536.338850,3536.678936,3536.611661
100,6,35,6178,0.01,lasso,1000,3.808040,7.683131,7.702801,7.694493,3808.040400,3808.735992,3536.338850,3536.678936,3536.611661
100,6,35,6178,0.01,spo,1000,3.743466,5.857104,5.856468,5.848302,3743.465903,3743.443399,3536.338850,3536.678936,3536.611661
100,6,36,6179,0.01,gbm,1000,3.874608,11.873580,11.892625,11.889328,3874.608053,3875.267631,3463.380757,3463.564611,3463.482815
100,6,36,6179,0.01,lasso,1000,3.692349,6.611129,6.628911,6.625769,3692.349312,3692.965168,3463.380757,3463.564611,3463.482815
100,6,36,6179,0.01,spo,1000,3.579258,3.345772,3.339511,3.336466,3579.257585,3579.040755,3463.380757,3463.564611,3463.482815
100,6,37,6180,0.01,gbm,1000,3.884328,9.730763,9.726379,9.724762,3884.328229,3884.173031,3539.871699,3540.089797,3539.923858
100,6,37,6180,0.01,lasso,1000,3.813793,7.738158,7.735457,7.733870,3813.792567,3813.696963,3539.871699,3540.089797,3539.923858
100,6,37,6180,0.01,spo,1000,3.744258,5.773821,5.782818,5.781259,3744.257557,3744.576027,3539.871699,3540.089797,3539.923858
100,6,38,6181,0.01,gbm,1000,4.130265,10.327597,10.298170,10.310201,4130.265108,4129.163497,3743.637343,3743.280303,3743.229071
100,6,38,6181,0.01,lasso,1000,4.080796,9.006167,8.963438,8.975322,4080.795582,4079.195948,3743.637343,3743.280303,3743.229071
100,6,38,6181,0.01,spo,1000,3.968826,6.015241,5.985688,5.997248,3968.826158,3967.719793,3743.637343,3743.280303,3743.229071
100,6,39,6182,0.01,gbm,1000,3.671996,15.010988,15.020449,15.005073,3671.996321,3672.298392,3192.735217,3193.238344,3193.162078
100,6,39,6182,0.01,lasso,1000,3.431433,7.476278,7.475466,7.461099,3431.432986,3431.407051,3192.735217,3193.238344,3193.162078
100,6,39,6182,0.01,spo,1000,3.396106,6.369810,6.366939,6.352720,3396.106394,3396.014730,3192.735217,3193.238344,3193.162078
100,6,40,6183,0.01,gbm,1000,4.156405,12.938929,12.932238,12.921127,4156.404506,4156.158276,3680.223057,3680.755784,3680.585180
100,6,40,6183,0.01,lasso,1000,4.145254,12.635955,12.629959,12.618878,4145.254403,4145.033718,3680.223057,3680.755784,3680.585180
100,6,40,6183,0.01,spo,1000,3.846909,4.529225,4.527840,4.517556,3846.908639,3846.857676,3680.223057,3680.755784,3680.585180
100,6,41,6184,0.01,gbm,1000,3.924771,12.412553,12.390879,12.399941,3924.770862,3924.014143,3491.399112,3491.142610,3491.117631
100,6,41,6184,0.01,lasso,1000,3.819189,9.388484,9.384782,9.393601,3819.188545,3819.059300,3491.399112,3491.142610,3491.117631
100,6,41,6184,0.01,spo,1000,3.642269,4.321186,4.304166,4.312576,3642.268952,3641.674723,3491.399112,3491.142610,3491.117631
