num_train,deg,trial,seed,solver,num_contexts,loss_Y,regret_Y,regret_Y_lowvar,regret_fstar,sum_Y_zmethod,sum_fstar_zmethod,sum_Y_zY,sum_fstar_zY,sum_fstar_zfstar
100,2,12,2155,lasso,1000,5.765661,11.621596,11.084256,1.089441,5765.661076,5737.905496,5165.363387,6046.214189,5676.068096
100,2,12,2155,spo,1000,5.840272,13.066047,12.545048,2.418798,5840.272213,5813.360692,5165.363387,6046.214189,5676.068096
100,2,13,2156,gbm,1000,5.951796,16.442351,15.791633,4.969302,5951.795955,5918.535387,5111.367045,6043.098287,5638.348785
100,2,13,2156,lasso,1000,5.727733,12.058736,11.714301,1.273054,5727.733302,5710.127991,5111.367045,6043.098287,5638.348785
100,2,13,2156,spo,1000,5.771307,12.911218,12.767588,2.227896,5771.306767,5763.965330,5111.367045,6043.098287,5638.348785
100,2,14,2157,gbm,1000,5.764381,13.435176,13.181239,3.141347,5764.381023,5751.476817,5081.652099,5937.568725,5576.305707
100,2,14,2157,lasso,1000,5.608178,10.361312,10.507592,0.704870,5608.177945,5615.611390,5081.652099,5937.568725,5576.305707
100,2,14,2157,spo,1000,5.712055,12.405475,12.436071,2.462280,5712.055156,5713.609950,5081.652099,5937.568725,5576.305707
100,2,15,2158,gbm,1000,5.903804,15.298139,15.401903,4.158371,5903.803661,5909.116852,5120.467441,6059.538173,5673.203996
100,2,15,2158,lasso,1000,5.725250,11.811073,11.713446,0.829278,5725.249595,5720.250609,5120.467441,6059.538173,5673.203996
100,2,15,2158,spo,1000,5.811018,13.486092,13.527521,2.466609,5811.018376,5813.139758,5120.467441,6059.538173,5673.203996
100,2,16,2159,gbm,1000,5.793069,14.182706,14.571047,3.290873,5793.069099,5812.771655,5073.508347,5988.290042,5627.575322
100,2,16,2159,lasso,1000,5.671773,11.791942,11.980305,0.955203,5671.773494,5681.330099,5073.508347,5988.290042,5627.575322
100,2,16,2159,spo,1000,5.751097,13.355430,13.392374,2.228246,5751.097184,5752.971540,5073.508347,5988.290042,5627.575322
